Action,Harry Potter and the Prisoner of Azkaban,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Pokemon Conquest,DS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Platform,Wall-E,Wii,Games focused on navigating an environment usually by jumping
Fighting,Naruto: Clash of Ninja Revolution,Wii,Usually one-on-one close-ranged games with violent attacks
Adventure,Disney Fairies: Tinker Bell and the Lost Treasure,DS,Mostly exploration games focused on letting the player explore the environment
Simulation,Ace Combat 6: Fires of Liberation,X360,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,The Simpsons Game,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Ninja Gaiden II,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Assassin's Creed: Rogue,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Rayman Legends,PS4,Games focused on navigating an environment usually by jumping
Action,Prince of Persia,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,ZombiU,WiiU,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,Pokken Tournament,WiiU,Usually one-on-one close-ranged games with violent attacks
Racing,Ford Racing 2,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Shooter,NERF N-Strike Elite,Wii,Typically violent games where players use ranged weapons
Action,God of War: Ghost of Sparta,PSP,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,SoulCalibur II,XB,Usually one-on-one close-ranged games with violent attacks
Sports,NFL GameDay 2001,PS,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Dynasty Warriors 3: Xtreme Legends,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Rayman Origins,PS3,Games focused on navigating an environment usually by jumping
Sports,NFL Fever 2002,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,Just Dance 2014,X360,Games without specific genres
Sports,NCAA Football 12,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,UFC Undisputed 3,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Kirby: Mass Attack,DS,Games focused on navigating an environment usually by jumping
Shooter,Haze,PS3,Typically violent games where players use ranged weapons
Platform,Oddworld: Abe's Exoddus,PS,Games focused on navigating an environment usually by jumping
Action,The Bouncer,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,DiRT 2,PS3,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Misc,Guitar Hero: Aerosmith,PS3,Games without specific genres
Platform,Shadow The Hedgehog,GC,Games focused on navigating an environment usually by jumping
Simulation,EyePet,PS3,Frequently consists of games focused on letting the player simulate a reality - real or fake
Adventure,Apollo Justice: Ace Attorney,DS,Mostly exploration games focused on letting the player explore the environment
Simulation,Ace Combat X: Skies of Deception,PSP,Frequently consists of games focused on letting the player simulate a reality - real or fake
Role-Playing,Dark Souls,X360,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Racing,Cars: Race-O-Rama,Wii,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Puzzle,Puzzler Collection,DS,Games that challenge the player to use critical thinking skills to solve problems
Racing,Midnight Club: LA Remix,PSP,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,Pro Evolution Soccer 2008,PSP,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Littlest Pet Shop: Winter,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,FIFA Soccer 10,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Tales of Graces f,PS3,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Role-Playing,Fallout 3,PC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Misc,Mario Party Advance,GBA,Games without specific genres
Strategy,Zoo Tycoon DS,DS,Most games challenge the player to use tactics and planning to achieve victory
Fighting,WWE SmackDown vs Raw 2008,Wii,Usually one-on-one close-ranged games with violent attacks
Action,Dead Space 3,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Suikoden III,PS2,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,Tom Clancy's Splinter Cell: Blacklist,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Madden NFL 10,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,NBA 2K10,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,NCAA Football 06,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Madden NFL 16,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Grand Theft Auto: San Andreas,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Madden NFL 08,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Strategy,Fire Emblem,GBA,Most games challenge the player to use tactics and planning to achieve victory
Action,Brutal Legend,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Disney Infinity,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,Tamagotchi Connection: Corner Shop 2,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,NHL 2004,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Grand Theft Auto: Vice City Stories,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Wheel of Fortune,Wii,Games without specific genres
Sports,FIFA Soccer 2005,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Mass Effect 3,PC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Racing,Cars,DS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Misc,Band Hero,Wii,Games without specific genres
Action,Skylanders: Spyro's Adventure,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,LEGO Harry Potter: Years 5-7,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,LEGO Star Wars II: The Original Trilogy,GC,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Medal of Honor: Underground,PS,Typically violent games where players use ranged weapons
Role-Playing,Dark Cloud 2,PS2,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
